,ytid,start_time,class,set
220,dog_clip_398,0,dog,train
221,dog_clip_074,0,dog,train
222,dog_clip_042,0,dog,train
223,dog_clip_332,0,dog,train
224,dog_clip_236,0,dog,train
225,dog_clip_036,0,dog,train
226,dog_clip_123,0,dog,train
227,dog_clip_047,0,dog,train
228,dog_clip_341,0,dog,train
229,dog_clip_250,0,dog,train
230,dog_clip_005,0,dog,train
231,dog_clip_051,0,dog,train
232,dog_clip_224,0,dog,train
233,dog_clip_356,0,dog,train
234,dog_clip_143,0,dog,train
235,dog_clip_306,0,dog,train
236,dog_clip_134,0,dog,train
237,dog_clip_265,0,dog,train
238,dog_clip_057,0,dog,train
239,dog_clip_275,0,dog,train
240,dog_clip_199,0,dog,train
241,dog_clip_010,0,dog,train
242,dog_clip_285,0,dog,train
243,dog_clip_169,0,dog,train
244,dog_clip_243,0,dog,train
245,dog_clip_196,0,dog,train
246,dog_clip_020,0,dog,train
247,dog_clip_091,0,dog,train
248,dog_clip_110,0,dog,train
249,dog_clip_137,0,dog,train
250,dog_clip_210,0,dog,train
251,dog_clip_129,0,dog,train
252,dog_clip_146,0,dog,train
253,dog_clip_248,0,dog,train
254,dog_clip_002,0,dog,train
255,dog_clip_257,0,dog,train
256,dog_clip_015,0,dog,train
257,dog_clip_030,0,dog,train
258,dog_clip_264,0,dog,train
259,dog_clip_267,0,dog,train
260,dog_clip_175,0,dog,train
261,dog_clip_081,0,dog,train
262,dog_clip_352,0,dog,train
263,dog_clip_096,0,dog,train
264,dog_clip_197,0,dog,train
265,dog_clip_336,0,dog,train
266,dog_clip_004,0,dog,train
267,dog_clip_232,0,dog,train
268,dog_clip_228,0,dog,train
269,dog_clip_262,0,dog,train
270,dog_clip_351,0,dog,train
271,dog_clip_260,0,dog,train
272,dog_clip_043,0,dog,train
273,dog_clip_118,0,dog,train
274,dog_clip_298,0,dog,train
275,dog_clip_380,0,dog,train
276,dog_clip_100,0,dog,train
277,dog_clip_272,0,dog,train
278,dog_clip_089,0,dog,train
279,dog_clip_011,0,dog,train
280,dog_clip_182,0,dog,train
281,dog_clip_038,0,dog,train
282,dog_clip_350,0,dog,train
283,dog_clip_132,0,dog,train
284,dog_clip_147,0,dog,train
285,dog_clip_125,0,dog,train
286,dog_clip_372,0,dog,train
287,dog_clip_314,0,dog,train
288,dog_clip_305,0,dog,train
289,dog_clip_374,0,dog,train
290,dog_clip_240,0,dog,train
291,dog_clip_304,0,dog,train
292,dog_clip_157,0,dog,train
293,dog_clip_318,0,dog,train
294,dog_clip_359,0,dog,train
295,dog_clip_045,0,dog,train
296,dog_clip_330,0,dog,train
297,dog_clip_313,0,dog,train
298,dog_clip_184,0,dog,train
299,dog_clip_152,0,dog,train
300,dog_clip_135,0,dog,train
301,dog_clip_111,0,dog,train
302,dog_clip_180,0,dog,train
303,dog_clip_140,0,dog,train
304,dog_clip_176,0,dog,train
305,dog_clip_103,0,dog,train
306,dog_clip_335,0,dog,train
307,dog_clip_238,0,dog,train
308,dog_clip_365,0,dog,train
309,dog_clip_168,0,dog,train
310,dog_clip_273,0,dog,train
311,dog_clip_025,0,dog,train
312,dog_clip_368,0,dog,train
313,dog_clip_165,0,dog,train
314,dog_clip_242,0,dog,train
315,dog_clip_296,0,dog,train
316,dog_clip_131,0,dog,train
317,dog_clip_174,0,dog,train
318,dog_clip_283,0,dog,train
319,dog_clip_349,0,dog,train
320,dog_clip_120,0,dog,train
321,dog_clip_299,0,dog,train
322,dog_clip_167,0,dog,train
323,dog_clip_400,0,dog,train
324,dog_clip_253,0,dog,train
325,dog_clip_198,0,dog,train
326,dog_clip_076,0,dog,train
327,dog_clip_315,0,dog,train
328,dog_clip_121,0,dog,train
329,dog_clip_170,0,dog,train
330,dog_clip_364,0,dog,train
331,dog_clip_053,0,dog,train
332,dog_clip_279,0,dog,train
333,dog_clip_063,0,dog,train
334,dog_clip_309,0,dog,train
335,dog_clip_066,0,dog,train
336,dog_clip_252,0,dog,train
337,dog_clip_255,0,dog,train
338,dog_clip_151,0,dog,train
339,dog_clip_195,0,dog,train
340,dog_clip_094,0,dog,train
341,dog_clip_340,0,dog,train
342,dog_clip_190,0,dog,train
343,dog_clip_227,0,dog,train
344,dog_clip_399,0,dog,train
345,dog_clip_035,0,dog,train
346,dog_clip_044,0,dog,train
347,dog_clip_193,0,dog,train
348,dog_clip_141,0,dog,train
349,dog_clip_310,0,dog,train
350,dog_clip_075,0,dog,train
351,dog_clip_347,0,dog,train
352,dog_clip_087,0,dog,train
353,dog_clip_215,0,dog,train
354,dog_clip_342,0,dog,train
355,dog_clip_085,0,dog,train
356,dog_clip_156,0,dog,train
357,dog_clip_394,0,dog,train
358,dog_clip_189,0,dog,train
359,dog_clip_122,0,dog,train
360,dog_clip_338,0,dog,train
361,dog_clip_241,0,dog,train
362,dog_clip_213,0,dog,train
363,dog_clip_055,0,dog,train
364,dog_clip_222,0,dog,train
365,dog_clip_367,0,dog,train
366,dog_clip_093,0,dog,train
367,dog_clip_302,0,dog,train
368,dog_clip_290,0,dog,train
369,dog_clip_388,0,dog,train
370,dog_clip_028,0,dog,train
371,dog_clip_271,0,dog,train
372,dog_clip_039,0,dog,train
373,dog_clip_286,0,dog,train
374,dog_clip_037,0,dog,train
375,dog_clip_261,0,dog,train
376,dog_clip_145,0,dog,train
377,dog_clip_102,0,dog,train
378,dog_clip_251,0,dog,train
379,dog_clip_107,0,dog,train
380,dog_clip_048,0,dog,train
381,dog_clip_348,0,dog,train
382,dog_clip_104,0,dog,train
383,dog_clip_392,0,dog,train
384,dog_clip_077,0,dog,train
385,dog_clip_297,0,dog,train
386,dog_clip_384,0,dog,train
387,dog_clip_322,0,dog,train
388,dog_clip_346,0,dog,train
389,dog_clip_274,0,dog,train
390,dog_clip_216,0,dog,train
391,dog_clip_116,0,dog,train
392,dog_clip_194,0,dog,train
393,dog_clip_366,0,dog,train
394,dog_clip_321,0,dog,train
395,dog_clip_353,0,dog,train
396,dog_clip_109,0,dog,train
397,dog_clip_287,0,dog,train
398,dog_clip_319,0,dog,train
399,dog_clip_229,0,dog,train
400,dog_clip_499,0,dog,test
401,dog_clip_450,0,dog,test
402,dog_clip_452,0,dog,test
403,dog_clip_445,0,dog,test
404,dog_clip_419,0,dog,test
405,dog_clip_447,0,dog,test
406,dog_clip_440,0,dog,test
407,dog_clip_478,0,dog,test
408,dog_clip_479,0,dog,test
409,dog_clip_464,0,dog,test
410,dog_clip_456,0,dog,test
411,dog_clip_436,0,dog,test
412,dog_clip_455,0,dog,test
413,dog_clip_424,0,dog,test
414,dog_clip_435,0,dog,test
415,dog_clip_433,0,dog,test
416,dog_clip_465,0,dog,test
417,dog_clip_418,0,dog,test
418,dog_clip_402,0,dog,test
419,dog_clip_483,0,dog,test
420,dog_clip_443,0,dog,test
421,dog_clip_438,0,dog,test
422,dog_clip_429,0,dog,test
423,dog_clip_453,0,dog,test
424,dog_clip_475,0,dog,test
425,dog_clip_471,0,dog,test
426,dog_clip_487,0,dog,test
427,dog_clip_494,0,dog,test
428,dog_clip_423,0,dog,test
429,dog_clip_473,0,dog,test
430,dog_clip_463,0,dog,test
431,dog_clip_493,0,dog,test
432,dog_clip_448,0,dog,test
433,dog_clip_412,0,dog,test
434,dog_clip_449,0,dog,test
435,dog_clip_408,0,dog,test
436,dog_clip_431,0,dog,test
437,dog_clip_490,0,dog,test
438,dog_clip_491,0,dog,test
439,dog_clip_500,0,dog,test
440,dog_clip_492,0,dog,test
441,dog_clip_498,0,dog,test
442,dog_clip_430,0,dog,test
443,dog_clip_437,0,dog,test
444,dog_clip_428,0,dog,test
445,dog_clip_460,0,dog,test
446,dog_clip_446,0,dog,test
447,dog_clip_403,0,dog,test
448,dog_clip_496,0,dog,test
449,dog_clip_484,0,dog,test
450,dog_clip_470,0,dog,test
451,dog_clip_426,0,dog,test
452,dog_clip_409,0,dog,test
453,dog_clip_497,0,dog,test
454,dog_clip_442,0,dog,test
455,dog_clip_415,0,dog,test
456,dog_clip_434,0,dog,test
457,dog_clip_441,0,dog,test
458,dog_clip_467,0,dog,test
459,dog_clip_488,0,dog,test
460,dog_clip_466,0,dog,test
461,dog_clip_457,0,dog,test
462,dog_clip_462,0,dog,test
463,dog_clip_411,0,dog,test
464,dog_clip_407,0,dog,test
465,dog_clip_454,0,dog,test
466,dog_clip_481,0,dog,test
467,dog_clip_444,0,dog,test
468,dog_clip_468,0,dog,test
469,dog_clip_476,0,dog,test
470,dog_clip_461,0,dog,test
471,dog_clip_410,0,dog,test
472,dog_clip_474,0,dog,test
473,dog_clip_417,0,dog,test
474,dog_clip_413,0,dog,test
475,dog_clip_472,0,dog,test
476,dog_clip_482,0,dog,test
477,dog_clip_406,0,dog,test
478,dog_clip_480,0,dog,test
479,dog_clip_421,0,dog,test
480,dog_clip_414,0,dog,test
481,dog_clip_420,0,dog,test
482,dog_clip_451,0,dog,test
483,dog_clip_425,0,dog,test
484,dog_clip_458,0,dog,test
485,dog_clip_459,0,dog,test
486,dog_clip_489,0,dog,test
487,dog_clip_477,0,dog,test
488,dog_clip_432,0,dog,test
489,dog_clip_486,0,dog,test
490,dog_clip_404,0,dog,test
491,dog_clip_495,0,dog,test
492,dog_clip_416,0,dog,test
493,dog_clip_485,0,dog,test
494,dog_clip_427,0,dog,test
495,dog_clip_439,0,dog,test
496,dog_clip_469,0,dog,test
497,dog_clip_422,0,dog,test
498,dog_clip_405,0,dog,test
499,dog_clip_401,0,dog,test
